customer_id,tenure,contract,monthly_charges,total_charges,internet_service,tech_support,online_security,payment_method,paperless_billing,senior_citizen,partner,dependents,num_support_calls,churn
CUST-10906,30,Two year,118.05,3406.53,DSL,Yes,No,Credit card,No,0,No,Yes,0,0
CUST-10907,12,Month-to-month,23.05,295.16,No,Yes,No,Credit card,No,0,No,No,1,1
CUST-10908,27,Two year,80.55,2179.21,No,No,Yes,Bank transfer,Yes,0,No,No,1,0
CUST-10909,6,One year,120.0,810.98,Fiber optic,No,No,Bank transfer,Yes,1,No,No,3,1
CUST-10910,56,One year,65.89,3649.17,DSL,Yes,No,Electronic check,Yes,1,Yes,No,1,0
CUST-10911,13,Month-to-month,57.08,760.09,No,Yes,No,Credit card,Yes,1,No,No,0,1
CUST-10912,27,Month-to-month,29.97,811.77,Fiber optic,No,No,Bank transfer,No,1,No,Yes,3,1
CUST-10913,71,One year,97.47,6872.76,DSL,No,Yes,Bank transfer,No,0,Yes,No,1,0
CUST-10914,43,Month-to-month,41.9,1767.9,No,No,No,Electronic check,No,0,Yes,Yes,1,1
CUST-10915,33,Month-to-month,62.16,1910.39,Fiber optic,Yes,Yes,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-10916,39,Month-to-month,27.96,1063.67,No,Yes,No,Bank transfer,Yes,0,No,Yes,1,0
CUST-10917,57,Two year,111.71,6218.05,Fiber optic,No,No,Credit card,No,0,Yes,Yes,3,0
CUST-10918,18,Month-to-month,99.65,1869.75,DSL,No,No,Electronic check,Yes,0,No,No,3,1
CUST-10919,46,One year,64.05,2710.89,No,No,Yes,Electronic check,Yes,0,Yes,No,0,0
CUST-10920,63,Two year,30.38,1759.33,Fiber optic,No,No,Credit card,No,0,No,No,1,0
CUST-10921,41,Month-to-month,111.08,4370.48,Fiber optic,Yes,No,Mailed check,No,0,No,No,3,0
CUST-10922,32,Month-to-month,54.02,1747.54,Fiber optic,No,Yes,Mailed check,Yes,1,Yes,No,0,1
CUST-10923,10,One year,31.84,332.18,DSL,Yes,Yes,Bank transfer,Yes,0,Yes,No,2,0
CUST-10924,18,Month-to-month,18.0,318.24,Fiber optic,Yes,Yes,Mailed check,No,0,No,No,0,0
CUST-10925,69,One year,45.62,3095.44,Fiber optic,No,No,Credit card,No,0,Yes,No,1,0
CUST-10926,39,One year,21.36,812.05,No,No,No,Credit card,Yes,0,No,No,1,0
CUST-10927,21,One year,46.32,975.6,No,No,No,Mailed check,No,0,Yes,No,0,0
CUST-10928,30,Month-to-month,87.33,2552.47,Fiber optic,No,No,Electronic check,Yes,0,Yes,No,2,1
CUST-10929,42,One year,53.74,2247.28,DSL,No,No,Credit card,No,0,No,Yes,1,0
CUST-10930,39,One year,75.67,2728.84,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,1,0
CUST-10931,51,Month-to-month,43.3,2026.82,DSL,Yes,Yes,Credit card,No,1,Yes,No,1,0
CUST-10932,18,One year,66.96,1231.89,No,No,Yes,Mailed check,No,0,Yes,No,2,0
CUST-10933,47,Two year,120.0,5199.36,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,Yes,2,0
CUST-10934,32,One year,54.55,1680.83,No,No,No,Electronic check,Yes,0,Yes,Yes,2,0
CUST-10935,68,Month-to-month,76.53,4945.96,Fiber optic,No,No,Mailed check,No,0,No,Yes,1,1
CUST-10936,11,Month-to-month,18.03,208.0,DSL,No,No,Bank transfer,Yes,0,Yes,No,3,1
CUST-10937,10,Month-to-month,110.6,1188.91,No,Yes,No,Electronic check,No,0,Yes,No,0,1
CUST-10938,33,Month-to-month,50.68,1692.42,Fiber optic,Yes,No,Bank transfer,Yes,0,No,No,0,1
CUST-10939,37,Month-to-month,96.52,3403.74,No,No,No,Bank transfer,Yes,0,No,No,1,1
CUST-10940,50,Two year,61.3,2864.41,No,Yes,No,Credit card,No,0,Yes,Yes,1,1
CUST-10941,29,Month-to-month,83.35,2495.7,Fiber optic,No,Yes,Electronic check,Yes,1,Yes,No,1,1
CUST-10942,66,Two year,85.13,5158.29,Fiber optic,Yes,Yes,Electronic check,No,0,No,No,1,0
CUST-10943,34,Month-to-month,51.43,1766.54,Fiber optic,Yes,No,Mailed check,Yes,0,No,Yes,2,1
CUST-10944,9,Month-to-month,97.76,881.81,No,No,No,Credit card,Yes,0,No,No,3,1
CUST-10945,8,Month-to-month,42.23,360.5,No,No,No,Electronic check,Yes,1,No,No,0,0
CUST-10946,71,Month-to-month,88.34,6132.45,DSL,No,Yes,Credit card,Yes,0,No,No,2,0
CUST-10947,9,One year,53.29,505.07,Fiber optic,Yes,No,Credit card,No,0,Yes,No,1,0
CUST-10948,69,Two year,75.49,5054.28,DSL,No,No,Electronic check,Yes,0,Yes,Yes,3,0
CUST-10949,20,Two year,51.14,969.27,Fiber optic,No,Yes,Mailed check,Yes,0,No,No,1,1
CUST-10950,6,Month-to-month,66.5,426.13,No,No,No,Mailed check,No,1,No,No,2,0
CUST-10951,22,One year,32.76,719.82,No,Yes,No,Mailed check,Yes,0,Yes,No,1,1
CUST-10952,44,Month-to-month,72.43,3203.19,Fiber optic,Yes,Yes,Credit card,Yes,0,Yes,No,0,0
CUST-10953,31,Two year,66.33,2026.71,Fiber optic,No,Yes,Mailed check,No,0,Yes,No,1,0
CUST-10954,57,Month-to-month,48.8,2688.73,DSL,No,No,Bank transfer,No,0,Yes,Yes,1,0
CUST-10955,44,Month-to-month,63.35,2847.38,DSL,No,No,Electronic check,Yes,0,No,Yes,0,1
CUST-10956,29,Month-to-month,69.02,1944.26,Fiber optic,No,Yes,Bank transfer,No,0,No,Yes,0,0
CUST-10957,46,Month-to-month,46.51,2051.64,No,No,No,Mailed check,Yes,0,No,Yes,3,1
CUST-10958,70,Month-to-month,61.14,3938.98,Fiber optic,No,No,Credit card,Yes,1,No,No,3,0
CUST-10959,30,Two year,34.83,1056.32,DSL,No,Yes,Credit card,Yes,0,Yes,Yes,3,0
CUST-10960,11,One year,120.0,1305.75,Fiber optic,No,No,Electronic check,No,0,Yes,No,3,0
CUST-10961,29,Two year,96.77,2652.32,DSL,No,No,Bank transfer,Yes,1,No,No,1,0
CUST-10962,61,Month-to-month,73.19,4109.76,DSL,No,Yes,Mailed check,No,0,Yes,Yes,4,0
CUST-10963,15,One year,100.16,1473.13,No,No,Yes,Mailed check,Yes,0,Yes,No,1,0
CUST-10964,69,Month-to-month,18.0,1189.3,DSL,Yes,Yes,Mailed check,Yes,0,No,Yes,2,0
CUST-10965,42,Month-to-month,18.0,699.85,Fiber optic,Yes,No,Credit card,No,1,Yes,No,1,1
CUST-10966,43,Month-to-month,53.02,2195.58,Fiber optic,No,No,Mailed check,No,0,No,No,2,1
CUST-10967,23,Month-to-month,23.64,537.92,DSL,No,No,Electronic check,Yes,0,Yes,Yes,0,1
CUST-10968,67,One year,57.9,3587.1,DSL,Yes,No,Electronic check,Yes,0,Yes,No,3,0
CUST-10969,2,Month-to-month,71.17,193.34,DSL,No,Yes,Credit card,No,0,No,No,2,1
CUST-10970,21,Month-to-month,92.61,1897.73,DSL,No,No,Mailed check,Yes,0,Yes,No,0,1
CUST-10971,30,One year,30.85,922.93,No,No,No,Electronic check,Yes,0,No,No,2,0
CUST-10972,34,Month-to-month,76.99,2588.79,Fiber optic,No,No,Mailed check,Yes,0,No,No,2,0
CUST-10973,34,Two year,65.43,2090.04,Fiber optic,Yes,No,Credit card,No,1,No,Yes,0,0
CUST-10974,10,Month-to-month,75.43,754.38,Fiber optic,No,No,Credit card,Yes,0,Yes,No,1,0
CUST-10975,16,Two year,49.41,771.67,No,Yes,No,Credit card,Yes,1,No,No,0,0
CUST-10976,6,One year,106.49,736.06,DSL,No,No,Bank transfer,Yes,0,Yes,No,2,1
CUST-10977,41,One year,61.89,2581.62,No,Yes,No,Credit card,Yes,1,No,No,1,0
CUST-10978,25,One year,118.23,2926.92,DSL,No,No,Credit card,Yes,0,Yes,No,5,0
CUST-10979,41,Two year,41.29,1717.23,No,No,Yes,Electronic check,Yes,0,Yes,No,0,0
CUST-10980,43,One year,87.28,3506.75,DSL,No,Yes,Mailed check,No,0,No,No,3,1
CUST-10981,51,Month-to-month,63.21,3174.25,DSL,No,No,Bank transfer,Yes,0,Yes,Yes,2,0
CUST-10982,39,Month-to-month,55.17,2129.29,Fiber optic,No,No,Mailed check,Yes,0,No,No,2,0
CUST-10983,47,One year,83.97,3808.61,DSL,No,Yes,Credit card,No,0,No,Yes,3,0
CUST-10984,42,Month-to-month,56.02,2345.7,Fiber optic,Yes,Yes,Credit card,Yes,0,Yes,No,2,0
CUST-10985,47,Month-to-month,18.0,818.64,Fiber optic,Yes,No,Bank transfer,Yes,0,Yes,No,3,1
CUST-10986,45,Month-to-month,18.0,816.12,Fiber optic,No,Yes,Electronic check,Yes,0,Yes,No,2,0
CUST-10987,23,Month-to-month,103.17,2262.11,DSL,Yes,No,Mailed check,Yes,0,Yes,No,1,0
CUST-10988,17,Month-to-month,101.91,1654.12,Fiber optic,No,Yes,Electronic check,No,1,No,No,2,1
CUST-10989,57,One year,120.0,6527.17,DSL,Yes,No,Mailed check,No,0,Yes,Yes,2,0
CUST-10990,25,One year,64.47,1530.16,No,No,Yes,Electronic check,No,0,No,No,3,0
CUST-10991,40,Two year,26.22,986.77,Fiber optic,Yes,No,Electronic check,Yes,0,Yes,No,3,1
CUST-10992,14,Month-to-month,52.41,711.29,Fiber optic,No,No,Electronic check,No,0,Yes,No,1,1
CUST-10993,31,Month-to-month,65.34,1971.83,No,Yes,Yes,Mailed check,Yes,0,No,No,2,0
CUST-10994,38,One year,34.79,1321.16,Fiber optic,No,No,Electronic check,Yes,1,No,No,1,0
CUST-10995,45,Month-to-month,114.46,5031.74,Fiber optic,Yes,No,Electronic check,Yes,1,No,Yes,1,0
CUST-10996,38,One year,120.0,4378.93,DSL,No,No,Mailed check,Yes,0,Yes,No,0,0
CUST-10997,26,Month-to-month,79.35,1930.71,Fiber optic,Yes,Yes,Bank transfer,Yes,0,No,No,3,0
CUST-10998,70,Two year,64.67,4366.15,Fiber optic,No,No,Bank transfer,Yes,0,No,No,4,0
CUST-10999,37,Month-to-month,26.15,926.89,DSL,No,Yes,Mailed check,No,0,No,No,1,0
CUST-11000,59,Two year,111.39,6174.71,No,No,No,Bank transfer,No,0,Yes,Yes,2,0
CUST-11001,53,One year,67.29,3434.37,DSL,No,No,Electronic check,No,0,No,No,2,0
CUST-11002,40,Month-to-month,56.33,2117.85,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,1,0
CUST-11003,64,One year,79.44,4813.31,DSL,No,Yes,Electronic check,Yes,1,Yes,Yes,2,0
CUST-11004,9,Month-to-month,47.43,470.8,Fiber optic,Yes,Yes,Electronic check,No,0,No,No,1,1
CUST-11005,67,One year,69.41,4536.21,No,No,Yes,Credit card,Yes,0,No,No,1,0
CUST-11006,62,One year,21.73,1367.59,DSL,Yes,No,Mailed check,Yes,0,Yes,Yes,1,0
CUST-11007,36,Month-to-month,97.61,3477.18,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,3,1
CUST-11008,53,Month-to-month,61.87,3039.28,Fiber optic,Yes,No,Mailed check,Yes,0,No,No,1,1
CUST-11009,37,One year,99.76,3664.2,No,No,Yes,Bank transfer,Yes,1,No,Yes,1,0
CUST-11010,19,Month-to-month,58.97,1163.58,DSL,No,Yes,Bank transfer,No,0,Yes,Yes,1,0
CUST-11011,58,Two year,60.91,3562.32,Fiber optic,No,No,Credit card,No,0,No,No,3,0
CUST-11012,17,One year,28.63,492.38,Fiber optic,Yes,No,Electronic check,No,0,Yes,No,3,0
CUST-11013,22,One year,87.79,1841.51,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,0,0
CUST-11014,37,Month-to-month,38.72,1418.84,Fiber optic,No,Yes,Credit card,Yes,0,No,No,1,0
CUST-11015,61,One year,50.41,2857.56,Fiber optic,Yes,Yes,Mailed check,No,1,No,No,2,0
CUST-11016,28,Two year,65.03,1707.85,Fiber optic,Yes,Yes,Mailed check,Yes,0,Yes,No,1,0
CUST-11017,36,Month-to-month,68.64,2339.48,DSL,No,No,Bank transfer,Yes,1,Yes,Yes,2,1
CUST-11018,3,Month-to-month,18.0,65.5,Fiber optic,No,No,Bank transfer,No,0,Yes,No,1,1
CUST-11019,8,Month-to-month,58.08,493.73,Fiber optic,Yes,Yes,Mailed check,Yes,1,No,Yes,1,1
CUST-11020,4,Month-to-month,88.86,441.81,Fiber optic,No,Yes,Credit card,Yes,1,No,No,1,1
CUST-11021,5,One year,53.65,310.97,DSL,Yes,No,Bank transfer,Yes,0,Yes,Yes,3,0
CUST-11022,63,Month-to-month,58.26,3614.72,Fiber optic,No,Yes,Bank transfer,Yes,0,No,Yes,1,1
CUST-11023,61,One year,69.87,4246.86,Fiber optic,No,No,Electronic check,Yes,1,Yes,No,3,0
CUST-11024,59,Month-to-month,61.22,3393.76,Fiber optic,No,Yes,Bank transfer,Yes,1,No,Yes,2,0
CUST-11025,4,Month-to-month,34.08,163.11,No,Yes,Yes,Credit card,Yes,0,No,No,2,1
CUST-11026,5,Month-to-month,63.91,372.45,Fiber optic,No,Yes,Bank transfer,No,1,Yes,No,3,0
CUST-11027,20,Two year,94.82,1852.64,Fiber optic,Yes,No,Bank transfer,No,1,Yes,No,1,0
CUST-11028,41,One year,33.46,1319.25,DSL,No,Yes,Bank transfer,No,0,No,Yes,2,0
CUST-11029,24,Month-to-month,53.77,1304.1,No,No,Yes,Electronic check,No,0,Yes,Yes,2,0
CUST-11030,35,One year,23.55,831.56,DSL,No,No,Electronic check,Yes,0,Yes,No,3,1
CUST-11031,12,Month-to-month,93.24,1134.74,Fiber optic,No,Yes,Bank transfer,Yes,0,No,No,1,1
CUST-11032,53,Month-to-month,62.23,3234.64,DSL,Yes,Yes,Electronic check,Yes,1,Yes,Yes,3,0
CUST-11033,22,Month-to-month,39.49,877.78,DSL,Yes,Yes,Electronic check,Yes,1,No,Yes,2,1
CUST-11034,4,Two year,67.77,336.44,Fiber optic,No,No,Credit card,No,0,Yes,No,0,1
CUST-11035,54,One year,28.89,1555.18,DSL,No,No,Mailed check,Yes,0,Yes,No,4,0
CUST-11036,65,One year,34.0,2063.25,DSL,Yes,No,Credit card,No,0,Yes,No,2,0
CUST-11037,1,Month-to-month,21.2,40.81,DSL,No,No,Credit card,Yes,0,Yes,Yes,2,0
CUST-11038,31,Month-to-month,33.0,1051.54,No,No,No,Electronic check,Yes,0,Yes,No,0,0
CUST-11039,60,One year,105.72,6047.97,Fiber optic,No,Yes,Credit card,No,0,Yes,No,1,0
CUST-11040,51,Month-to-month,43.01,2184.03,No,No,No,Mailed check,Yes,0,Yes,No,3,0
CUST-11041,62,Two year,78.99,4747.06,No,Yes,No,Bank transfer,No,0,Yes,No,3,0
CUST-11042,30,One year,39.91,1167.66,No,Yes,No,Electronic check,No,1,No,Yes,1,0
CUST-11043,27,Month-to-month,87.79,2352.49,Fiber optic,No,Yes,Mailed check,No,0,Yes,No,1,0
CUST-11044,51,One year,34.22,1677.15,DSL,No,No,Bank transfer,No,0,Yes,No,3,0
CUST-11045,11,Two year,66.18,740.0,DSL,No,No,Mailed check,Yes,1,Yes,Yes,3,0
CUST-11046,17,Month-to-month,66.59,1169.99,DSL,No,No,Bank transfer,Yes,1,Yes,No,2,1
CUST-11047,43,One year,120.0,5033.26,Fiber optic,Yes,Yes,Electronic check,No,0,No,No,1,0
CUST-11048,48,Two year,83.91,4084.81,DSL,No,No,Electronic check,Yes,0,Yes,No,1,1
CUST-11049,8,Month-to-month,47.21,382.77,DSL,Yes,No,Bank transfer,No,0,No,No,1,1
CUST-11050,37,Two year,85.55,3175.92,Fiber optic,Yes,No,Mailed check,Yes,0,Yes,No,0,0
CUST-11051,26,Month-to-month,120.0,2966.98,DSL,No,No,Bank transfer,Yes,0,Yes,Yes,5,0
CUST-11052,36,One year,18.0,650.1,DSL,No,No,Mailed check,Yes,0,No,No,2,0
CUST-11053,69,One year,39.73,2745.01,DSL,Yes,Yes,Electronic check,No,0,Yes,Yes,1,0
CUST-11054,5,One year,57.89,339.84,Fiber optic,No,Yes,Bank transfer,Yes,0,No,No,2,0
CUST-11055,72,Month-to-month,52.49,3676.14,DSL,Yes,Yes,Electronic check,Yes,1,Yes,No,4,0
CUST-11056,32,One year,55.02,1656.37,DSL,No,No,Credit card,Yes,0,Yes,Yes,3,0
CUST-11057,56,Month-to-month,25.87,1468.75,DSL,No,Yes,Electronic check,Yes,0,Yes,No,1,0
CUST-11058,30,Month-to-month,107.12,3097.02,Fiber optic,Yes,No,Credit card,Yes,0,Yes,No,3,0
CUST-11059,22,Month-to-month,22.32,463.47,DSL,No,No,Mailed check,No,0,No,No,1,1
CUST-11060,56,One year,58.99,3026.82,DSL,No,No,Credit card,Yes,0,Yes,No,2,0
CUST-11061,50,Month-to-month,96.37,4786.41,No,Yes,No,Electronic check,Yes,0,Yes,No,1,0
CUST-11062,10,Month-to-month,64.09,693.22,No,Yes,No,Mailed check,Yes,1,Yes,Yes,2,1
CUST-11063,51,Two year,35.62,1815.76,DSL,No,Yes,Mailed check,Yes,1,No,No,0,0
CUST-11064,54,Month-to-month,24.54,1290.18,DSL,Yes,No,Electronic check,No,1,No,No,2,0
CUST-11065,28,Month-to-month,58.1,1622.88,DSL,Yes,No,Mailed check,No,0,No,Yes,2,0
CUST-11066,67,Month-to-month,42.29,2848.92,Fiber optic,Yes,No,Electronic check,No,0,No,No,0,0
CUST-11067,46,Month-to-month,71.16,3232.02,DSL,No,Yes,Mailed check,No,0,No,No,2,0
CUST-11068,24,One year,22.96,536.76,No,Yes,Yes,Mailed check,Yes,0,Yes,Yes,4,0
CUST-11069,0,Month-to-month,89.39,88.95,No,No,No,Electronic check,No,0,No,No,1,0
CUST-11070,49,Month-to-month,68.47,3411.72,Fiber optic,Yes,No,Credit card,Yes,0,Yes,No,0,1
CUST-11071,15,Two year,70.7,1089.11,DSL,Yes,No,Bank transfer,No,0,No,No,1,0
CUST-11072,55,Two year,108.23,5797.9,No,No,No,Credit card,No,1,No,No,4,0
CUST-11073,38,One year,51.87,2010.16,Fiber optic,Yes,No,Credit card,Yes,0,No,Yes,0,1
CUST-11074,34,Two year,43.23,1479.47,Fiber optic,No,No,Mailed check,Yes,1,No,Yes,1,0
CUST-11075,11,Two year,48.57,531.48,DSL,No,No,Mailed check,Yes,0,Yes,No,0,0
CUST-11076,51,Month-to-month,59.22,3066.56,Fiber optic,No,No,Credit card,Yes,0,Yes,No,1,0
CUST-11077,12,One year,62.27,787.2,No,Yes,Yes,Mailed check,Yes,0,No,No,0,0
CUST-11078,30,One year,40.08,1210.05,No,No,Yes,Electronic check,No,0,No,No,5,0
CUST-11079,61,Month-to-month,18.0,1049.14,Fiber optic,Yes,No,Bank transfer,Yes,1,Yes,No,1,0
CUST-11080,67,Month-to-month,48.17,2950.77,Fiber optic,No,Yes,Credit card,Yes,0,Yes,No,0,0
CUST-11081,72,Month-to-month,75.79,5129.74,Fiber optic,Yes,No,Electronic check,Yes,0,Yes,Yes,1,0
CUST-11082,69,One year,69.09,4512.81,Fiber optic,Yes,Yes,Bank transfer,Yes,0,No,No,3,0
CUST-11083,40,One year,100.99,3915.3,No,No,No,Mailed check,Yes,0,No,Yes,1,1
CUST-11084,14,One year,120.0,1746.24,Fiber optic,Yes,Yes,Mailed check,Yes,0,Yes,Yes,2,1
CUST-11085,61,Month-to-month,87.78,5143.36,DSL,No,No,Mailed check,Yes,0,No,Yes,2,0
CUST-11086,58,Month-to-month,106.48,5887.87,DSL,No,No,Electronic check,Yes,0,No,No,3,1
CUST-11087,72,Month-to-month,88.0,5940.99,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,No,2,0
CUST-11088,47,Month-to-month,116.3,5453.17,No,No,No,Mailed check,Yes,0,No,Yes,0,1
CUST-11089,10,Two year,120.0,1291.95,DSL,No,No,Credit card,No,0,No,No,2,0
CUST-11090,36,Two year,93.53,3240.24,Fiber optic,No,No,Electronic check,No,0,Yes,No,4,0
CUST-11091,32,Two year,86.19,2621.72,No,Yes,No,Credit card,Yes,0,Yes,No,2,0
CUST-11092,61,Two year,58.84,3363.55,Fiber optic,No,No,Electronic check,No,0,No,Yes,1,1
CUST-11093,28,Two year,63.76,1786.69,DSL,Yes,No,Mailed check,No,0,No,No,2,0
CUST-11094,23,Month-to-month,54.86,1286.7,Fiber optic,Yes,No,Mailed check,Yes,0,No,No,1,1
CUST-11095,5,Month-to-month,83.64,491.05,Fiber optic,Yes,No,Mailed check,Yes,0,No,No,0,0
CUST-11096,60,Month-to-month,43.39,2612.56,DSL,Yes,No,Credit card,Yes,0,No,No,0,1
CUST-11097,55,Month-to-month,59.27,3237.63,Fiber optic,Yes,No,Credit card,Yes,0,Yes,Yes,1,0
CUST-11098,3,Month-to-month,18.0,68.3,Fiber optic,Yes,No,Bank transfer,No,0,Yes,No,3,0
CUST-11099,31,Month-to-month,116.69,3460.51,Fiber optic,No,No,Bank transfer,No,1,Yes,No,2,0
CUST-11100,35,Two year,58.39,1970.41,Fiber optic,No,No,Bank transfer,Yes,1,No,No,1,0
CUST-11101,34,Month-to-month,78.67,2556.23,DSL,No,Yes,Credit card,Yes,0,No,Yes,0,0
CUST-11102,67,Two year,108.73,6727.84,DSL,Yes,No,Credit card,No,0,No,No,1,0
CUST-11103,10,One year,74.01,744.41,DSL,Yes,No,Credit card,Yes,0,Yes,No,1,1
CUST-11104,22,One year,108.33,2245.59,DSL,No,Yes,Electronic check,Yes,0,No,No,0,0
CUST-11105,13,One year,27.75,357.29,Fiber optic,Yes,No,Mailed check,Yes,0,No,No,1,0
CUST-11106,17,Month-to-month,120.0,2124.41,DSL,Yes,No,Mailed check,No,1,No,No,1,1
CUST-11107,66,One year,97.61,6237.16,Fiber optic,No,Yes,Electronic check,No,0,Yes,No,3,0
CUST-11108,68,Month-to-month,71.28,4618.03,DSL,No,No,Credit card,No,0,Yes,No,1,0
CUST-11109,3,Two year,107.75,398.13,DSL,Yes,Yes,Electronic check,No,0,Yes,Yes,3,0
CUST-11110,46,Month-to-month,29.94,1349.47,DSL,No,No,Credit card,Yes,0,Yes,Yes,5,1
CUST-11111,16,Month-to-month,56.34,955.23,Fiber optic,No,Yes,Credit card,Yes,1,No,Yes,2,0
CUST-11112,14,One year,108.33,1519.0,Fiber optic,No,No,Bank transfer,No,0,No,Yes,2,1
CUST-11113,21,One year,18.0,389.96,No,Yes,Yes,Mailed check,No,0,Yes,No,2,0
CUST-11114,14,Month-to-month,81.81,1219.69,DSL,No,No,Mailed check,Yes,0,Yes,Yes,2,0
CUST-11115,35,One year,80.97,2852.81,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,3,1
CUST-11116,72,Month-to-month,120.0,8402.1,Fiber optic,Yes,Yes,Bank transfer,No,0,No,No,2,0
CUST-11117,42,One year,18.0,719.98,DSL,No,No,Bank transfer,Yes,0,No,No,2,0
CUST-11118,52,Month-to-month,113.29,5423.98,DSL,No,No,Bank transfer,Yes,0,Yes,Yes,1,1
CUST-11119,36,Month-to-month,48.22,1737.14,DSL,Yes,No,Credit card,Yes,0,Yes,No,3,0
CUST-11120,1,Month-to-month,51.59,102.73,DSL,No,No,Credit card,Yes,0,Yes,Yes,1,1
CUST-11121,6,Month-to-month,28.34,192.21,No,No,No,Credit card,No,1,Yes,No,0,0
CUST-11122,19,Month-to-month,32.36,584.82,Fiber optic,No,No,Mailed check,No,0,Yes,No,2,0
CUST-11123,17,Month-to-month,77.11,1268.54,Fiber optic,Yes,No,Electronic check,Yes,0,No,Yes,1,0
CUST-11124,61,Month-to-month,31.63,1842.01,Fiber optic,No,Yes,Mailed check,Yes,1,Yes,Yes,3,0
CUST-11125,61,Month-to-month,87.21,5401.23,Fiber optic,Yes,Yes,Mailed check,Yes,0,No,No,3,0
CUST-11126,62,Month-to-month,45.11,2581.86,Fiber optic,No,Yes,Mailed check,Yes,1,No,No,3,1
CUST-11127,46,Month-to-month,28.61,1252.95,DSL,No,Yes,Bank transfer,Yes,0,No,No,4,1
CUST-11128,40,One year,49.17,1925.63,Fiber optic,No,No,Credit card,Yes,1,Yes,Yes,2,0
CUST-11129,47,Two year,75.1,3284.68,DSL,No,Yes,Credit card,No,0,No,Yes,1,0
CUST-11130,29,Month-to-month,56.68,1550.36,DSL,Yes,No,Bank transfer,No,1,No,No,2,0
CUST-11131,48,Two year,66.03,2934.15,DSL,Yes,Yes,Bank transfer,Yes,0,No,No,3,0
CUST-11132,57,Month-to-month,85.89,4733.92,Fiber optic,No,Yes,Mailed check,No,0,No,No,1,0
CUST-11133,55,Month-to-month,97.47,5068.88,Fiber optic,Yes,No,Bank transfer,No,1,Yes,No,0,1
CUST-11134,44,One year,55.7,2265.75,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,No,1,0
CUST-11135,4,One year,33.67,159.96,DSL,No,No,Credit card,No,0,No,No,1,0
CUST-11136,52,Two year,67.28,3469.72,No,No,No,Credit card,Yes,0,No,No,2,0
CUST-11137,26,Month-to-month,79.12,2065.5,DSL,Yes,No,Mailed check,Yes,0,Yes,Yes,3,0
CUST-11138,54,One year,21.18,1128.12,No,No,No,Bank transfer,Yes,0,No,Yes,1,0
CUST-11139,39,Month-to-month,38.28,1462.39,Fiber optic,Yes,No,Electronic check,Yes,0,No,Yes,1,1
CUST-11140,64,Month-to-month,43.42,2760.56,Fiber optic,No,Yes,Mailed check,No,0,No,Yes,0,0
CUST-11141,24,Month-to-month,58.77,1331.49,Fiber optic,No,No,Credit card,No,0,No,No,1,0
CUST-11142,67,Two year,42.17,2635.49,Fiber optic,No,Yes,Bank transfer,Yes,1,No,No,2,0
CUST-11143,61,Month-to-month,86.21,5186.44,Fiber optic,No,No,Bank transfer,Yes,0,No,No,2,1
CUST-11144,24,Two year,18.0,420.11,DSL,Yes,No,Electronic check,No,0,No,No,1,0
CUST-11145,35,One year,18.0,598.68,Fiber optic,No,No,Credit card,No,0,Yes,No,3,0
CUST-11146,38,One year,54.98,1935.6,DSL,No,No,Credit card,No,1,No,No,1,0
CUST-11147,56,One year,59.73,3359.83,Fiber optic,Yes,No,Mailed check,Yes,0,Yes,No,1,1
CUST-11148,50,Two year,21.36,1071.71,Fiber optic,No,No,Credit card,Yes,0,No,Yes,0,0
CUST-11149,62,Month-to-month,46.8,2671.39,No,No,No,Bank transfer,Yes,0,Yes,No,0,1
CUST-11150,27,Month-to-month,52.97,1379.99,Fiber optic,No,Yes,Mailed check,No,0,No,No,2,0
CUST-11151,36,One year,53.2,1813.79,DSL,No,Yes,Mailed check,No,0,No,Yes,0,0
CUST-11152,31,Month-to-month,69.56,2049.36,Fiber optic,Yes,No,Bank transfer,No,0,Yes,No,0,0
CUST-11153,66,Month-to-month,45.15,2800.62,DSL,No,No,Mailed check,Yes,0,Yes,Yes,1,0
CUST-11154,22,Month-to-month,109.34,2338.04,Fiber optic,Yes,Yes,Bank transfer,No,0,Yes,No,1,0
CUST-11155,42,Month-to-month,79.65,3324.44,Fiber optic,No,No,Electronic check,No,0,Yes,Yes,4,0
CUST-11156,8,Month-to-month,40.79,366.0,Fiber optic,Yes,Yes,Mailed check,No,0,No,No,0,0
CUST-11157,62,Month-to-month,67.84,3865.95,DSL,No,No,Bank transfer,No,0,No,No,1,0
CUST-11158,28,Two year,68.72,1857.94,DSL,Yes,Yes,Credit card,Yes,0,No,Yes,1,0
CUST-11159,24,Month-to-month,101.44,2451.66,Fiber optic,Yes,Yes,Mailed check,Yes,0,Yes,Yes,3,1
CUST-11160,42,Two year,46.99,1880.33,DSL,Yes,Yes,Bank transfer,Yes,0,No,No,2,0
CUST-11161,36,Two year,88.02,2993.31,DSL,No,Yes,Mailed check,Yes,0,Yes,No,0,0
